index,herocompare,item0,item1,item2,item3,item4,item5,skill,itemhero,item_WR0,item_name0,item_WR1,item_name1,item_WR2,item_name2,item_WR3,item_name3,item_WR4,item_name4,item_WR5,item_name5,skill_WR,herocompare_name,itemhero_name
92,20,50.0,164.0,116.0,154.0,152.0,212.0,W,95,0.2294601976295394,Phase Boots,0.7385858564747344,Helm of the Dominator,0.7452138239048568,Black King Bar,0.6300486312443118,Sange and Yasha,0.7779755464305443,Shadow Blade,0.2252992123603963,Ring of Aquila,0.1642292299873439,Vengeful Spirit,Troll Warlord
93,20,1.0,214.0,127.0,114.0,90.0,36.0,E,96,0.7066629158575728,Blink Dagger,0.05346044748902701,Tranquil Boots,0.17000008177205905,Blade Mail,0.845992530129257,Heart of Tarrasque,0.4720344064568891,Pipe of Insight,0.05440111252594482,Magic Wand,0.6679114137260056,Vengeful Spirit,Centaur Warrunner
94,20,1.0,180.0,102.0,41.0,110.0,63.0,W,97,0.1900192115206487,Blink Dagger,0.7409623521392011,Arcane Boots,0.5077043148436913,Force Staff,0.865515004480134,Bottle,0.6678151097762016,Refresher Orb,0.9624075522124833,Power Treads,0.7223928086439056,Vengeful Spirit,Magnus
95,20,121.0,180.0,127.0,36.0,48.0,108.0,W,98,0.5858083954357248,Bloodstone,0.6769190902108358,Arcane Boots,0.8622170927173521,Blade Mail,0.13887945585849226,Magic Wand,0.9848547966153072,Boots of Travel,0.39471826687857614,Aghanim's Scepter,0.8823163905492613,Vengeful Spirit,Timbersaw
96,20,63.0,127.0,242.0,125.0,36.0,114.0,W,99,0.6870382437049537,Power Treads,0.4443929761755834,Blade Mail,0.5784775449389593,Crimson Guard,0.7394287641869135,Vanguard,0.4802304621033874,Magic Wand,0.9802001637616731,Heart of Tarrasque,0.7070880486636054,Vengeful Spirit,Bristleback
97,20,50.0,168.0,152.0,36.0,41.0,249.0,Q,100,0.18051103969746596,Phase Boots,0.2693518919473813,Desolator,0.5833433243359587,Shadow Blade,0.34807986920949985,Magic Wand,0.6654592606663302,Bottle,0.9351113355089441,Silver Edge,0.2929575653026719,Vengeful Spirit,Tusk
98,20,180.0,206.0,102.0,36.0,100.0,232.0,E,101,0.7250677075179712,Arcane Boots,0.858203507735396,Rod of Atos,0.5400516894450734,Force Staff,0.1305175600538968,Magic Wand,0.44725988322756205,Eul's Scepter of Divinity,0.7701387317104539,Aether Lens,0.3568831767393109,Vengeful Spirit,Skywrath Mage
99,20,81.0,50.0,36.0,214.0,154.0,127.0,E,102,0.13764788981894804,Vladmir's Offering,0.34151158474081755,Phase Boots,0.2397528745573796,Magic Wand,0.18849470558865977,Tranquil Boots,0.3877664588453573,Sange and Yasha,0.051486816665742396,Blade Mail,0.020302381577641193,Vengeful Spirit,Abaddon
100,20,63.0,180.0,108.0,185.0,36.0,242.0,E,103,0.9011814821572547,Power Treads,0.6937311229951154,Arcane Boots,0.9857226601127049,Aghanim's Scepter,0.4225564785769381,Drum of Endurance,0.053513226167429706,Magic Wand,0.5818888086839857,Crimson Guard,0.2987840726863469,Vengeful Spirit,Elder Titan
101,20,1.0,63.0,127.0,168.0,116.0,112.0,Q,104,0.7939681493446658,Blink Dagger,0.37627750782747793,Power Treads,0.37321174889209474,Blade Mail,0.6456205680116653,Desolator,0.5711317335296964,Black King Bar,0.11591049995208447,Assault Cuirass,0.21562147448957292,Vengeful Spirit,Legion Commander
102,20,108.0,178.0,180.0,100.0,102.0,214.0,Q,105,0.8663239792554119,Aghanim's Scepter,0.5131660070190729,Soul Ring,0.7486067965749641,Arcane Boots,0.42815678387474143,Eul's Scepter of Divinity,0.14922770555889742,Force Staff,0.8040574212642168,Tranquil Boots,0.48607931740414734,Vengeful Spirit,Techies
103,20,145.0,141.0,48.0,41.0,149.0,50.0,E,106,0.738588751320543,Battle Fury,0.6549591830154629,Daedalus,0.5585891775218136,Boots of Travel,0.560656862397485,Bottle,0.010454706751794163,Crystalys,0.4901246024800442,Phase Boots,0.05346612257019534,Vengeful Spirit,Ember Spirit
104,20,92.0,180.0,36.0,190.0,102.0,108.0,Q,107,0.07042383486248893,Urn of Shadows,0.2456834293232928,Arcane Boots,0.5279131234176336,Magic Wand,0.4175571986694927,Veil of Discord,0.30535606381484537,Force Staff,0.19338437705476963,Aghanim's Scepter,0.170835913234188,Vengeful Spirit,Earth Spirit
105,20,63.0,160.0,147.0,154.0,212.0,164.0,W,109,0.17746993618394447,Power Treads,0.626301878807349,Eye of Skadi,0.15469448457539225,Manta Style,0.9488998171356252,Sange and Yasha,0.41035466348696037,Ring of Aquila,0.16631592575594867,Helm of the Dominator,0.7991422599262308,Vengeful Spirit,Terrorblade
106,20,214.0,92.0,119.0,79.0,36.0,65.0,E,110,0.7290377960780283,Tranquil Boots,0.035158904725022366,Urn of Shadows,0.41244687042291694,Shiva's Guard,0.44235744473128924,Mekansm,0.1553292910224776,Magic Wand,0.7392266278920473,Hand of Midas,0.22798472778640877,Vengeful Spirit,Phoenix
107,20,36.0,180.0,232.0,231.0,79.0,214.0,Q,111,0.9957523024598168,Magic Wand,0.1804030429222827,Arcane Boots,0.6546705841233892,Aether Lens,0.38666724867976043,Guardian Greaves,0.15921500653857856,Mekansm,0.7995787586132667,Tranquil Boots,0.2857836595240043,Vengeful Spirit,Oracle
108,20,180.0,102.0,36.0,254.0,1.0,92.0,E,112,0.7134516481342001,Arcane Boots,0.09088099381725889,Force Staff,0.6234763750571697,Magic Wand,0.7734179588373925,Glimmer Cape,0.7613904908544308,Blink Dagger,0.9328321617768202,Urn of Shadows,0.6549452484989678,Vengeful Spirit,Winter Wyvern
109,20,65.0,48.0,194.0,147.0,116.0,158.0,W,113,0.21972839161302216,Hand of Midas,0.5448077208252987,Boots of Travel,0.42793958583360436,Necronomicon,0.7959674995149365,Manta Style,0.3904510477059294,Black King Bar,0.735506264630148,Mjollnir,0.1603410447143897,Vengeful Spirit,Arc Warden
0,21,145.0,147.0,63.0,81.0,208.0,114.0,E,1,0.5096649121440483,Battle Fury,0.9227232748925928,Manta Style,0.8447936351221949,Power Treads,0.5325819061321765,Vladmir's Offering,0.9207174012622815,Abyssal Blade,0.11712592540638511,Heart of Tarrasque,0.6761525710962184,Windranger,Anti-Mage
1,21,1.0,127.0,214.0,242.0,125.0,114.0,W,2,0.04795236214349885,Blink Dagger,0.29283783481490666,Blade Mail,0.37704741054943847,Tranquil Boots,0.646702316865863,Crimson Guard,0.5711444535811399,Vanguard,0.18416245913763762,Heart of Tarrasque,0.09475941585335634,Windranger,Axe
2,21,180.0,232.0,108.0,36.0,254.0,1.0,W,3,0.5465552017464018,Arcane Boots,0.9284831666884464,Aether Lens,0.45612593215614805,Aghanim's Scepter,0.24225935483783978,Magic Wand,0.7054216638846231,Glimmer Cape,0.46626460125466596,Blink Dagger,0.7348505588686519,Windranger,Bane
3,21,63.0,154.0,127.0,116.0,152.0,50.0,E,4,0.3311008823780103,Power Treads,0.6705166790501518,Sange and Yasha,0.9778023194566569,Blade Mail,0.8085786165668009,Black King Bar,0.6539886272148501,Shadow Blade,0.5615576128810253,Phase Boots,0.9448244010511252,Windranger,Bloodseeker
4,21,214.0,1.0,254.0,108.0,36.0,116.0,W,5,0.26404946343758706,Tranquil Boots,0.3216171055547341,Blink Dagger,0.6073211338025531,Glimmer Cape,0.5858332367678798,Aghanim's Scepter,0.0964785322344488,Magic Wand,0.634530153514256,Black King Bar,0.907768050439618,Windranger,Crystal Maiden
5,21,63.0,152.0,164.0,212.0,147.0,141.0,E,6,0.6275929394003804,Power Treads,0.05477729009373722,Shadow Blade,0.9371987146593486,Helm of the Dominator,0.0959760327222261,Ring of Aquila,0.7418151974513922,Manta Style,0.5502126703251299,Daedalus,0.8642883600922456,Windranger,Drow Ranger
6,21,1.0,180.0,108.0,102.0,36.0,178.0,E,7,0.7758331035461262,Blink Dagger,0.9958697705472679,Arcane Boots,0.4942305285290918,Aghanim's Scepter,0.9216261483932238,Force Staff,0.8478965362189483,Magic Wand,0.3099554844886885,Soul Ring,0.5260058420725217,Windranger,Earthshaker
7,21,50.0,145.0,154.0,147.0,1.0,108.0,E,8,0.8862604847190111,Phase Boots,0.4543551475089571,Battle Fury,0.5211345143913562,Sange and Yasha,0.13705751670924116,Manta Style,0.8860127552348209,Blink Dagger,0.6679093638373965,Aghanim's Scepter,0.02658018031299736,Windranger,Juggernaut
8,21,63.0,212.0,50.0,147.0,36.0,166.0,W,9,0.48675939046256356,Power Treads,0.318791779053919,Ring of Aquila,0.9717092228230272,Phase Boots,0.9970465715407317,Manta Style,0.972578110776269,Magic Wand,0.9543694291354657,Maelstrom,0.21225858535594144,Windranger,Mirana
9,21,63.0,123.0,176.0,212.0,147.0,160.0,W,10,0.3680623922682664,Power Treads,0.09358606109612155,Linken's Sphere,0.32989832457974544,Ethereal Blade,0.19909431317068982,Ring of Aquila,0.537126910813867,Manta Style,0.2927073305448711,Eye of Skadi,0.5302796820708798,Windranger,Morphling
10,21,63.0,116.0,152.0,154.0,41.0,164.0,E,11,0.10159116372455967,Power Treads,0.7170494728681615,Black King Bar,0.605018945591896,Shadow Blade,0.6824069702414873,Sange and Yasha,0.4701908727368994,Bottle,0.29777751083348347,Helm of the Dominator,0.8344591110432319,Windranger,Shadow Fiend
11,21,63.0,174.0,196.0,114.0,212.0,147.0,Q,12,0.039669254056997394,Power Treads,0.8148516901742202,Diffusal Blade,0.9685555652101672,Diffusal Blade,0.10277013963103143,Heart of Tarrasque,0.4509256843702345,Ring of Aquila,0.01909014913175877,Manta Style,0.10016445674832486,Windranger,Phantom Lancer
12,21,1.0,63.0,41.0,100.0,204.0,36.0,W,13,0.6966625497282278,Blink Dagger,0.9688875140479807,Power Treads,0.16429111903483118,Bottle,0.2947990688532648,Eul's Scepter of Divinity,0.7983738632975742,Dagon,0.5432904841067376,Magic Wand,0.3139101572858669,Windranger,Puck
13,21,232.0,214.0,1.0,108.0,41.0,92.0,E,14,0.5443080328693087,Aether Lens,0.9832778092112481,Tranquil Boots,0.33960577150335247,Blink Dagger,0.8792760619972636,Aghanim's Scepter,0.9084917996830901,Bottle,0.505348148730324,Urn of Shadows,0.8181407951592514,Windranger,Pudge
14,21,63.0,154.0,212.0,116.0,108.0,79.0,Q,15,0.299532890102745,Power Treads,0.9458515558466416,Sange and Yasha,0.3948885199335549,Ring of Aquila,0.5405267949129077,Black King Bar,0.7381759998589282,Aghanim's Scepter,0.33879940063628133,Mekansm,0.7352641035897798,Windranger,Razor
15,21,1.0,180.0,108.0,232.0,36.0,102.0,E,16,0.7366242408830358,Blink Dagger,0.311133412955344,Arcane Boots,0.3488212623408682,Aghanim's Scepter,0.18490591378452703,Aether Lens,0.2139952203213007,Magic Wand,0.40280120324318747,Force Staff,0.08891795881873255,Windranger,Sand King
16,21,63.0,98.0,121.0,41.0,123.0,36.0,E,17,0.9308818319376844,Power Treads,0.1779414751646815,Orchid Malevolence,0.12177112951352609,Bloodstone,0.058590469743410645,Bottle,0.153363195202466,Linken's Sphere,0.2702181496344819,Magic Wand,0.936202608899433,Windranger,Storm Spirit
17,21,63.0,1.0,116.0,164.0,141.0,154.0,W,18,0.3973616876134587,Power Treads,0.3152239102543427,Blink Dagger,0.24902313682268162,Black King Bar,0.45738751868604843,Helm of the Dominator,0.47092270710604744,Daedalus,0.2625922761111571,Sange and Yasha,0.47594971120613827,Windranger,Sven
18,21,108.0,1.0,63.0,112.0,41.0,247.0,W,19,0.15347949329156307,Aghanim's Scepter,0.6321895194562877,Blink Dagger,0.37126411329301645,Power Treads,0.30204527979737283,Assault Cuirass,0.9336202679674824,Bottle,0.2163973794551235,Moon Shard,0.04196396112871781,Windranger,Tiny
19,21,63.0,36.0,102.0,212.0,180.0,187.0,W,20,0.37109459051311244,Power Treads,0.2406900178507997,Magic Wand,0.4791636451655744,Force Staff,0.4316488256291562,Ring of Aquila,0.7278497548129055,Arcane Boots,0.1136565045871959,Medallion of Courage,0.9307524404447073,Windranger,Vengeful Spirit
20,21,232.0,180.0,108.0,100.0,1.0,190.0,W,22,0.9013930987161951,Aether Lens,0.5924983274556299,Arcane Boots,0.5097037813405936,Aghanim's Scepter,0.027044554815352506,Eul's Scepter of Divinity,0.7630276868473752,Blink Dagger,0.029347923970952206,Veil of Discord,0.3891605799592639,Windranger,Zeus
21,21,50.0,141.0,152.0,149.0,36.0,145.0,E,23,0.5176552751097797,Phase Boots,0.1312989246894377,Daedalus,0.3492815477724309,Shadow Blade,0.899438219289755,Crystalys,0.3057207302527012,Magic Wand,0.049709335213666606,Battle Fury,0.3488872208362327,Windranger,Kunkka
22,21,100.0,108.0,50.0,232.0,1.0,41.0,Q,25,0.030564091478843203,Eul's Scepter of Divinity,0.06600571777394548,Aghanim's Scepter,0.7035842921558255,Phase Boots,0.205913588997248,Aether Lens,0.5703938760147865,Blink Dagger,0.9148026494119699,Bottle,0.3158850402217487,Windranger,Lina
23,21,214.0,1.0,108.0,36.0,232.0,102.0,E,26,0.0684439047016181,Tranquil Boots,0.442646556431438,Blink Dagger,0.8978350077175344,Aghanim's Scepter,0.37756053786299715,Magic Wand,0.5170257602031479,Aether Lens,0.5271010358810504,Force Staff,0.25043425691874577,Windranger,Lion
24,21,180.0,108.0,1.0,36.0,232.0,110.0,E,27,0.4609268158180029,Arcane Boots,0.9959927782066014,Aghanim's Scepter,0.5129749615107464,Blink Dagger,0.845371826206609,Magic Wand,0.9293100696011332,Aether Lens,0.5615557591956157,Refresher Orb,0.907526267647218,Windranger,Shadow Shaman
25,21,1.0,63.0,116.0,36.0,214.0,102.0,W,28,0.8692815639579107,Blink Dagger,0.881719520296006,Power Treads,0.5787507406651009,Black King Bar,0.22782493468588727,Magic Wand,0.6343614931795796,Tranquil Boots,0.2226173367990767,Force Staff,0.8685733671667055,Windranger,Slardar
26,21,1.0,180.0,36.0,110.0,231.0,108.0,W,29,0.243601403098482,Blink Dagger,0.33137000702076624,Arcane Boots,0.20303264101123797,Magic Wand,0.24835515667264396,Refresher Orb,0.13241984141247998,Guardian Greaves,0.42366072150977363,Aghanim's Scepter,0.6520798505984046,Windranger,Tidehunter
27,21,180.0,108.0,254.0,36.0,116.0,232.0,W,30,0.7212873021808671,Arcane Boots,0.49721207730339034,Aghanim's Scepter,0.5913303271263269,Glimmer Cape,0.5415443465137624,Magic Wand,0.273874168918517,Black King Bar,0.8339338615053075,Aether Lens,0.41337936269792475,Windranger,Witch Doctor
28,21,214.0,108.0,79.0,102.0,92.0,36.0,W,31,0.6408803591952936,Tranquil Boots,0.6353108556881171,Aghanim's Scepter,0.46240211541712195,Mekansm,0.315524191964382,Force Staff,0.15995865534641918,Urn of Shadows,0.18446230109016293,Magic Wand,0.5986391571056183,Windranger,Lich
29,21,63.0,196.0,154.0,174.0,143.0,36.0,E,32,0.49738526847970277,Power Treads,0.47527816721231164,Diffusal Blade,0.38802850127234934,Sange and Yasha,0.04817890568690952,Diffusal Blade,0.5187272126576351,Skull Basher,0.13462099786667692,Magic Wand,0.8819495606450309,Windranger,Riki
30,21,1.0,116.0,178.0,108.0,214.0,231.0,E,33,0.5915346752815721,Blink Dagger,0.7978788744413036,Black King Bar,0.8789889093488603,Soul Ring,0.5834920148920836,Aghanim's Scepter,0.918209927304348,Tranquil Boots,0.9304407171197563,Guardian Greaves,0.33940598593203486,Windranger,Enigma
31,21,1.0,178.0,48.0,41.0,204.0,220.0,E,34,0.13502151727335,Blink Dagger,0.6711839281720563,Soul Ring,0.832326557519472,Boots of Travel,0.14901928973255196,Bottle,0.795904802941829,Dagon,0.7675043244760589,Boots of Travel,0.0628209271479323,Windranger,Tinker
32,21,63.0,152.0,158.0,50.0,166.0,212.0,Q,35,0.38728029539625586,Power Treads,0.2699754717318539,Shadow Blade,0.2031201141449941,Mjollnir,0.4378046016455719,Phase Boots,0.4649763718399662,Maelstrom,0.3563094012152067,Ring of Aquila,0.846748654266686,Windranger,Sniper
33,21,108.0,79.0,63.0,36.0,231.0,180.0,E,36,0.2122630916358197,Aghanim's Scepter,0.5586253575972175,Mekansm,0.9447751607351978,Power Treads,0.26706379809763015,Magic Wand,0.14989532980345177,Guardian Greaves,0.2001375593436049,Arcane Boots,0.269152907469544,Windranger,Necrophos
34,21,108.0,180.0,110.0,36.0,65.0,231.0,Q,37,0.9235396166053738,Aghanim's Scepter,0.908513358740096,Arcane Boots,0.016435375650576844,Refresher Orb,0.22056444214825688,Magic Wand,0.5453789522274356,Hand of Midas,0.8008536663986509,Guardian Greaves,0.32303898561750066,Windranger,Warlock
35,21,194.0,1.0,63.0,81.0,36.0,48.0,E,38,0.24365396485862112,Necronomicon,0.42484489833264705,Blink Dagger,0.25865365237096816,Power Treads,0.8360217888559098,Vladmir's Offering,0.8383200602437395,Magic Wand,0.8040458791881395,Boots of Travel,0.5183049168497638,Windranger,Beastmaster
36,21,63.0,108.0,41.0,98.0,116.0,36.0,E,39,0.07904301088029542,Power Treads,0.7646892567747586,Aghanim's Scepter,0.8485335296730593,Bottle,0.817431066399973,Orchid Malevolence,0.997053209032574,Black King Bar,0.9405769596184018,Magic Wand,0.651337502239537,Windranger,Queen of Pain
37,21,108.0,63.0,212.0,36.0,180.0,190.0,Q,40,0.41088560321552003,Aghanim's Scepter,0.24876019989719933,Power Treads,0.8253777210692055,Ring of Aquila,0.09089544689129403,Magic Wand,0.17476872278885236,Arcane Boots,0.23914328458040113,Veil of Discord,0.7531749992787025,Windranger,Venomancer
38,21,63.0,172.0,1.0,141.0,81.0,108.0,Q,41,0.9414589381473666,Power Treads,0.02500762622074859,Mask of Madness,0.6024272370896402,Blink Dagger,0.2500943889299486,Daedalus,0.48626037564914215,Vladmir's Offering,0.23610343919044718,Aghanim's Scepter,0.021295543574606834,Windranger,Faceless Void
39,21,63.0,1.0,151.0,116.0,127.0,112.0,Q,42,0.18979878759187707,Power Treads,0.4496211563425907,Blink Dagger,0.4665031677653232,Armlet of Mordiggian,0.9958349051743334,Black King Bar,0.5184020327098894,Blade Mail,0.4412949275567314,Assault Cuirass,0.03733856925849488,Windranger,Wraith King
40,21,100.0,50.0,235.0,121.0,41.0,36.0,E,43,0.812148988843845,Eul's Scepter of Divinity,0.761971937271224,Phase Boots,0.6016209458924617,Octarine Core,0.6383557335648268,Bloodstone,0.5191568943579841,Bottle,0.1300977181592935,Magic Wand,0.8518016136146788,Windranger,Death Prophet
41,21,145.0,116.0,63.0,164.0,143.0,50.0,Q,44,0.2093760665215617,Battle Fury,0.254720338014951,Black King Bar,0.45356908552358755,Power Treads,0.0010541879040825153,Helm of the Dominator,0.420329771888604,Skull Basher,0.39158532169656957,Phase Boots,0.2533180193739666,Windranger,Phantom Assassin
42,21,108.0,180.0,36.0,232.0,231.0,79.0,E,45,0.8447542366520828,Aghanim's Scepter,0.07767506506922217,Arcane Boots,0.43837393696545135,Magic Wand,0.41742207553671284,Aether Lens,0.5470959793830787,Guardian Greaves,0.5432984994437522,Mekansm,0.5888795306254626,Windranger,Pugna
43,21,168.0,1.0,63.0,116.0,50.0,141.0,Q,46,0.4692197882661765,Desolator,0.6321875912374582,Blink Dagger,0.6394325259084184,Power Treads,0.8627226994316899,Black King Bar,0.46901424438468964,Phase Boots,0.503250445242834,Daedalus,0.26853773134651426,Windranger,Templar Assassin
44,21,63.0,79.0,212.0,108.0,152.0,147.0,Q,47,0.11883793646665786,Power Treads,0.5745409242145285,Mekansm,0.18479830554232646,Ring of Aquila,0.5279808835552345,Aghanim's Scepter,0.6708833427448206,Shadow Blade,0.08932631474808628,Manta Style,0.6347643557057917,Windranger,Viper
45,21,63.0,164.0,147.0,116.0,212.0,139.0,W,48,0.44686286847264467,Power Treads,0.3424586773641166,Helm of the Dominator,0.40768842204584166,Manta Style,0.4041668461722798,Black King Bar,0.592858314307706,Ring of Aquila,0.10682743160942954,Butterfly,0.6980118627632736,Windranger,Luna
46,21,63.0,116.0,164.0,112.0,1.0,154.0,W,49,0.33995926716934166,Power Treads,0.8928858103213935,Black King Bar,0.46289199930671265,Helm of the Dominator,0.3212903209675332,Assault Cuirass,0.03956856786159013,Blink Dagger,0.8471686898779638,Sange and Yasha,0.9868713990228445,Windranger,Dragon Knight
47,21,180.0,36.0,231.0,92.0,79.0,187.0,Q,50,0.39510471710214623,Arcane Boots,0.06311735520412698,Magic Wand,0.6242537276179226,Guardian Greaves,0.05036746408508663,Urn of Shadows,0.8200648396775541,Mekansm,0.0343716054001193,Medallion of Courage,0.44062374793625014,Windranger,Dazzle
48,21,127.0,108.0,50.0,36.0,102.0,41.0,W,51,0.08251611356000754,Blade Mail,0.09128237264137928,Aghanim's Scepter,0.25460551524077835,Phase Boots,0.11423097920978309,Magic Wand,0.7810004781077114,Force Staff,0.14074680382953642,Bottle,0.07707876670390612,Windranger,Clockwerk
49,21,121.0,180.0,36.0,100.0,41.0,48.0,Q,52,0.7529770049550613,Bloodstone,0.3085021966961363,Arcane Boots,0.18773273863002482,Magic Wand,0.966828350739582,Eul's Scepter of Divinity,0.46191926579971043,Bottle,0.5662667726481379,Boots of Travel,0.1986356086446478,Windranger,Leshrac
50,21,63.0,65.0,168.0,152.0,108.0,98.0,E,53,0.4092448237229418,Power Treads,0.8705469455860501,Hand of Midas,0.35607770780894155,Desolator,0.6544029745298231,Shadow Blade,0.11000002472981396,Aghanim's Scepter,0.5179999298777198,Orchid Malevolence,0.7084214183109871,Windranger,Natures Prophet
51,21,154.0,63.0,151.0,112.0,50.0,143.0,E,54,0.8510048049344542,Sange and Yasha,0.8941914030223507,Power Treads,0.5517703854695759,Armlet of Mordiggian,0.001020405473849073,Assault Cuirass,0.7178537371380629,Phase Boots,0.23537981263569274,Skull Basher,0.9956766038896407,Windranger,Lifestealer
52,21,231.0,178.0,1.0,180.0,79.0,90.0,Q,55,0.836580046628066,Guardian Greaves,0.03492410758993181,Soul Ring,0.3023423543026801,Blink Dagger,0.3890501419903408,Arcane Boots,0.25476696067858007,Mekansm,0.1567550889093825,Pipe of Insight,0.8367008717087043,Windranger,Dark Seer
53,21,63.0,98.0,168.0,212.0,116.0,135.0,W,56,0.9634352312208866,Power Treads,0.012425870869410383,Orchid Malevolence,0.726800297432635,Desolator,0.36386548347963643,Ring of Aquila,0.3203138146263954,Black King Bar,0.4737099219007982,Monkey King Bar,0.8583139772198778,Windranger,Clinkz
54,21,180.0,178.0,108.0,231.0,36.0,79.0,E,57,0.341267874975167,Arcane Boots,0.9128410138946114,Soul Ring,0.7435088856813712,Aghanim's Scepter,0.7595439591233881,Guardian Greaves,0.22887641180920537,Magic Wand,0.3022085255414346,Mekansm,0.5751840180993466,Windranger,Omniknight
55,21,108.0,236.0,63.0,65.0,92.0,50.0,W,58,0.29435825006028127,Aghanim's Scepter,0.965946398509187,Dragon Lance,0.2056807663544361,Power Treads,0.2389590604574955,Hand of Midas,0.8197935511679108,Urn of Shadows,0.7294418529737914,Phase Boots,0.7705319040255488,Windranger,Enchantress
56,21,63.0,151.0,164.0,116.0,92.0,156.0,E,59,0.9972136407566071,Power Treads,0.3626014634793827,Armlet of Mordiggian,0.9227791975523737,Helm of the Dominator,0.16461485595496184,Black King Bar,0.45833251127064445,Urn of Shadows,0.7932784314221947,Satanic,0.22037842348502212,Windranger,Huskar
57,21,50.0,108.0,92.0,116.0,63.0,125.0,W,60,0.4252354527004979,Phase Boots,0.5708188939453408,Aghanim's Scepter,0.7731702158208258,Urn of Shadows,0.3760832558469489,Black King Bar,0.15214696534111982,Power Treads,0.20924621879319738,Vanguard,0.25129424629217134,Windranger,Night Stalker
58,21,178.0,63.0,81.0,98.0,116.0,48.0,E,61,0.6414655079905329,Soul Ring,0.9368198797344529,Power Treads,0.6123080428958917,Vladmir's Offering,0.29311333308954846,Orchid Malevolence,0.6062369441087442,Black King Bar,0.058230399066384164,Boots of Travel,0.13156604530355587,Windranger,Broodmother
59,21,231.0,50.0,92.0,168.0,180.0,204.0,Q,62,0.9289945133682109,Guardian Greaves,0.9831587807145773,Phase Boots,0.3644217569140987,Urn of Shadows,0.31680013747488434,Desolator,0.587201985843078,Arcane Boots,0.7509402599238146,Dagon,0.9111306801376421,Windranger,Bounty Hunter
60,21,63.0,168.0,123.0,212.0,135.0,36.0,E,63,0.9162472615032867,Power Treads,0.9646491987975904,Desolator,0.6991458585289129,Linken's Sphere,0.9487564968603467,Ring of Aquila,0.24199023659483088,Monkey King Bar,0.5658855787469927,Magic Wand,0.4952749672247606,Windranger,Weaver
61,21,180.0,100.0,36.0,102.0,79.0,108.0,Q,64,0.47132527514538725,Arcane Boots,0.5992563373381914,Eul's Scepter of Divinity,0.03362908566462408,Magic Wand,0.6495949144116978,Force Staff,0.5468996735577043,Mekansm,0.5851642239837728,Aghanim's Scepter,0.8481435510315534,Windranger,Jakiro
62,21,1.0,102.0,214.0,36.0,116.0,48.0,W,65,0.41243971192455164,Blink Dagger,0.07476682246110089,Force Staff,0.09388476191199102,Tranquil Boots,0.9577531900076632,Magic Wand,0.5234778937166181,Black King Bar,0.4801710449181231,Boots of Travel,0.15524164655680828,Windranger,Batrider
63,21,108.0,180.0,79.0,231.0,81.0,194.0,W,66,0.2804441068430731,Aghanim's Scepter,0.8905662078453473,Arcane Boots,0.27097619545382257,Mekansm,0.6047500987786659,Guardian Greaves,0.5313176932615338,Vladmir's Offering,0.9264503168638947,Necronomicon,0.4523857035015767,Windranger,Chen
64,21,137.0,50.0,147.0,114.0,125.0,174.0,W,67,0.37228024179035113,Radiance,0.01342846520363139,Phase Boots,0.35888340842302646,Manta Style,0.7568059964742656,Heart of Tarrasque,0.9915870775153186,Vanguard,0.012635373857899479,Diffusal Blade,0.9283905879044502,Windranger,Spectre
65,21,108.0,65.0,180.0,36.0,100.0,92.0,E,68,0.6528123570370833,Aghanim's Scepter,0.1675618653833858,Hand of Midas,0.08800586142387357,Arcane Boots,0.9189644837759996,Magic Wand,0.9706003801403678,Eul's Scepter of Divinity,0.6182134558512908,Urn of Shadows,0.8336469504426594,Windranger,Ancient Apparition
66,21,50.0,1.0,81.0,108.0,152.0,119.0,W,69,0.776041006815028,Phase Boots,0.3052569766142803,Blink Dagger,0.6674250740314212,Vladmir's Offering,0.24987997573256682,Aghanim's Scepter,0.9692378212294029,Shadow Blade,0.895746187523662,Shiva's Guard,0.8783186261633474,Windranger,Doom
67,21,1.0,50.0,81.0,116.0,143.0,208.0,Q,70,0.18619302238454882,Blink Dagger,0.7104903731283377,Phase Boots,0.7584613465714041,Vladmir's Offering,0.18368641780545614,Black King Bar,0.12959813059163505,Skull Basher,0.853166985008879,Abyssal Blade,0.18745666287928442,Windranger,Ursa
68,21,63.0,92.0,116.0,127.0,172.0,36.0,W,71,0.30830769428836835,Power Treads,0.06853420558742418,Urn of Shadows,0.8423337434327576,Black King Bar,0.7426564103293223,Blade Mail,0.11210075567789379,Mask of Madness,0.6090509697148633,Magic Wand,0.9086742863502807,Windranger,Spirit Breaker
69,21,50.0,116.0,164.0,154.0,212.0,135.0,W,72,0.7758009137411261,Phase Boots,0.4631989439603762,Black King Bar,0.3865499708267992,Helm of the Dominator,0.9643898012676965,Sange and Yasha,0.3984723144008109,Ring of Aquila,0.030699558022315054,Monkey King Bar,0.634093028108915,Windranger,Gyrocopter
70,21,137.0,48.0,147.0,235.0,112.0,116.0,W,73,0.22564364938767434,Radiance,0.6445694692874316,Boots of Travel,0.8298250173069508,Manta Style,0.7546097785049822,Octarine Core,0.11213469662311482,Assault Cuirass,0.6079389771943324,Black King Bar,0.009204247869888937,Windranger,Alchemist
71,21,108.0,50.0,100.0,65.0,48.0,1.0,W,74,0.981187705114216,Aghanim's Scepter,0.499542758974034,Phase Boots,0.8075489195478451,Eul's Scepter of Divinity,0.4101592873870733,Hand of Midas,0.23916388736071803,Boots of Travel,0.9042804477016488,Blink Dagger,0.10304286844996036,Windranger,Invoker
