index,herocompare,item0,item1,item2,item3,item4,item5,itemhero,skill,item_WR0,item_name0,item_WR1,item_name1,item_WR2,item_name2,item_WR3,item_name3,item_WR4,item_name4,item_WR5,item_name5,skill_WR,herocompare_name,itemhero_name
3,33,63,154,127,116,152,135,4,E,0.43982872515901883,Power Treads,0.8690503750187081,Sange and Yasha,0.8426155603092395,Blade Mail,0.6978877209324732,Black King Bar,0.7824914549233573,Shadow Blade,0.6969622369637879,Monkey King Bar,0.4842399055853034,Enigma,Bloodseeker
4,33,214,1,254,108,36,116,5,E,0.09777928230115573,Tranquil Boots,0.39136276839672346,Blink Dagger,0.4936145059830207,Glimmer Cape,0.02732742256497711,Aghanim's Scepter,0.7544178461160672,Magic Wand,0.52636266166809,Black King Bar,0.045669787803601314,Enigma,Crystal Maiden
5,33,63,152,164,141,147,212,6,W,0.3338990609954807,Power Treads,0.6155092953868665,Shadow Blade,0.6399969628429528,Helm of the Dominator,0.24348972899825072,Daedalus,0.7852675552169087,Manta Style,0.6479806317515961,Ring of Aquila,0.7033660141634229,Enigma,Drow Ranger
6,33,1,180,108,102,36,178,7,Q,0.000927695613362034,Blink Dagger,0.04344618646600129,Arcane Boots,0.7442640975568788,Aghanim's Scepter,0.5148883040400886,Force Staff,0.13444128018441515,Magic Wand,0.28834310980460887,Soul Ring,0.10599614913972055,Enigma,Earthshaker
7,33,50,145,154,147,108,1,8,E,0.4490088666716372,Phase Boots,0.15709574980849295,Battle Fury,0.12508785227117014,Sange and Yasha,0.13285560442663702,Manta Style,0.8174873242274896,Aghanim's Scepter,0.44672297599353195,Blink Dagger,0.44983354550727783,Enigma,Juggernaut
8,33,63,212,147,50,36,166,9,E,0.6332781804283506,Power Treads,0.41593279571657404,Ring of Aquila,0.3516480310912843,Manta Style,0.06834428048695151,Phase Boots,0.06298593959006304,Magic Wand,0.800413074626408,Maelstrom,0.6641035827708225,Enigma,Mirana
9,33,63,123,176,212,147,160,10,W,0.5895492669810612,Power Treads,0.29315910804482637,Linken's Sphere,0.4928515820671573,Ethereal Blade,0.31565814963625516,Ring of Aquila,0.8220649070574398,Manta Style,0.6328663381810448,Eye of Skadi,0.7763354362947326,Enigma,Morphling
10,33,63,116,152,41,154,164,11,Q,0.27557143791165273,Power Treads,0.8787908464774793,Black King Bar,0.6183568856811174,Shadow Blade,0.6119410091008454,Bottle,0.45242603845097473,Sange and Yasha,0.5277662766477272,Helm of the Dominator,0.8849009883061625,Enigma,Shadow Fiend
11,33,63,174,147,114,212,196,12,E,0.15233403769323905,Power Treads,0.2951677400255145,Diffusal Blade,0.7000228460398186,Manta Style,0.9799062180806302,Heart of Tarrasque,0.05697639590806547,Ring of Aquila,0.8910095221425894,Diffusal Blade,0.9203801217364616,Enigma,Phantom Lancer
12,33,1,63,41,100,204,36,13,W,0.7166438722650327,Blink Dagger,0.6311760193694802,Power Treads,0.8640738056534091,Bottle,0.6649341501900459,Eul's Scepter of Divinity,0.6106742545928073,Dagon,0.5855412160617128,Magic Wand,0.758077846901756,Enigma,Puck
13,33,232,214,1,108,41,92,14,E,0.5263611414628991,Aether Lens,0.8675940401456778,Tranquil Boots,0.6498017110187323,Blink Dagger,0.7144724021948741,Aghanim's Scepter,0.8981007346586497,Bottle,0.7683735073328556,Urn of Shadows,0.3668054684961619,Enigma,Pudge
14,33,63,154,212,116,108,79,15,W,0.6306694220775851,Power Treads,0.4090728436029556,Sange and Yasha,0.9289365564884748,Ring of Aquila,0.9279641892961861,Black King Bar,0.4877715625275584,Aghanim's Scepter,0.6303894190429439,Mekansm,0.5123671676755243,Enigma,Razor
15,33,1,180,108,232,190,36,16,E,0.3314828199640947,Blink Dagger,0.42490828880216547,Arcane Boots,0.544576168263389,Aghanim's Scepter,0.2617834349975746,Aether Lens,0.9757148168312739,Veil of Discord,0.41825626152787065,Magic Wand,0.6932850314653143,Enigma,Sand King
16,33,63,98,121,41,123,36,17,E,0.8858150337792426,Power Treads,0.6122703856762085,Orchid Malevolence,0.08773533719342685,Bloodstone,0.26947012890073485,Bottle,0.0783487361814299,Linken's Sphere,0.9349030013653569,Magic Wand,0.4680442054963361,Enigma,Storm Spirit
17,33,63,1,116,164,141,154,18,E,0.09682568890441468,Power Treads,0.30378508243729885,Blink Dagger,0.8989915007583436,Black King Bar,0.6269560810875328,Helm of the Dominator,0.06136246436682968,Daedalus,0.9013124060360547,Sange and Yasha,0.3088011610859166,Enigma,Sven
18,33,108,1,63,41,112,247,19,E,0.8265553699089655,Aghanim's Scepter,0.7307986191223931,Blink Dagger,0.290327367912236,Power Treads,0.10776843841761918,Bottle,0.2400843467432372,Assault Cuirass,0.43198958293259737,Moon Shard,0.13181577865387217,Enigma,Tiny
19,33,63,36,102,212,180,168,20,W,0.7947926640701823,Power Treads,0.7389443116844736,Magic Wand,0.5921473493616664,Force Staff,0.6981502291007188,Ring of Aquila,0.46489559649610557,Arcane Boots,0.5870458505543185,Desolator,0.32598138748170835,Enigma,Vengeful Spirit
20,33,50,108,1,166,41,168,21,Q,0.13561646145257278,Phase Boots,0.5460487544171561,Aghanim's Scepter,0.7526813805707252,Blink Dagger,0.2387391784042835,Maelstrom,0.21499654278222502,Bottle,0.793896865105553,Desolator,0.03247798806045876,Enigma,Windranger
21,33,232,180,108,1,190,100,22,W,0.958456662618467,Aether Lens,0.8651534230814707,Arcane Boots,0.9828496412745292,Aghanim's Scepter,0.13977544317061974,Blink Dagger,0.5829890737531755,Veil of Discord,0.7609313669033041,Eul's Scepter of Divinity,0.5769259252935335,Enigma,Zeus
22,33,50,141,152,149,145,36,23,Q,0.6131193881431367,Phase Boots,0.02117533672287042,Daedalus,0.512708401333745,Shadow Blade,0.893565064245183,Crystalys,0.4562336684734767,Battle Fury,0.4319387819748193,Magic Wand,0.6474364906735253,Enigma,Kunkka
23,33,100,108,50,232,1,41,25,W,0.8874717445220992,Eul's Scepter of Divinity,0.23668732471287635,Aghanim's Scepter,0.6908692311496414,Phase Boots,0.6252876396595898,Aether Lens,0.3369675632129917,Blink Dagger,0.9045329076112542,Bottle,0.6379588888906925,Enigma,Lina
24,33,214,1,108,36,232,102,26,W,0.8997162020699603,Tranquil Boots,0.0706455479796787,Blink Dagger,0.7348353689500422,Aghanim's Scepter,0.2074564096773278,Magic Wand,0.8919116153199478,Aether Lens,0.7534598052150692,Force Staff,0.04888713867558503,Enigma,Lion
25,33,180,108,1,36,110,232,27,E,0.16395239699520447,Arcane Boots,0.9212307921430529,Aghanim's Scepter,0.008571190129948336,Blink Dagger,0.04909525905791379,Magic Wand,0.47077951874881807,Refresher Orb,0.5296425369305281,Aether Lens,0.2025015233584968,Enigma,Shadow Shaman
26,33,1,63,116,36,151,214,28,Q,0.3322238600725671,Blink Dagger,0.873124842281365,Power Treads,0.2973051883516916,Black King Bar,0.08967056089049597,Magic Wand,0.11901996648255753,Armlet of Mordiggian,0.4475759444865265,Tranquil Boots,0.09530061332580053,Enigma,Slardar
27,33,1,180,36,110,231,119,29,E,0.8642190581832411,Blink Dagger,0.8751283076061156,Arcane Boots,0.6740230652423649,Magic Wand,0.10841317202255196,Refresher Orb,0.968934783574901,Guardian Greaves,0.7656286385215014,Shiva's Guard,0.7365284993979266,Enigma,Tidehunter
28,33,180,108,254,36,116,232,30,W,0.914172896503549,Arcane Boots,0.20158920879639586,Aghanim's Scepter,0.9012159229372377,Glimmer Cape,0.6819685874431178,Magic Wand,0.7416197782961776,Black King Bar,0.417103600384118,Aether Lens,0.08990099699217724,Enigma,Witch Doctor
29,33,214,108,79,102,92,1,31,E,0.8138090771199048,Tranquil Boots,0.9373484711492658,Aghanim's Scepter,0.6287388933573888,Mekansm,0.575264585731822,Force Staff,0.6266882963481085,Urn of Shadows,0.26948591399261135,Blink Dagger,0.798530177229963,Enigma,Lich
30,33,63,154,196,174,143,36,32,W,0.06114544319992088,Power Treads,0.002410623723092309,Sange and Yasha,0.17679284837410714,Diffusal Blade,0.683749243053382,Diffusal Blade,0.7597556079400307,Skull Basher,0.93559699169092,Magic Wand,0.5806888891184042,Enigma,Riki
31,33,1,48,41,178,204,220,34,Q,0.6199829286142327,Blink Dagger,0.6689103659145362,Boots of Travel,0.6221767181051266,Bottle,0.10537992879644076,Soul Ring,0.18437991202673243,Dagon,0.5337081801621717,Boots of Travel,0.4370686187597175,Enigma,Tinker
32,33,63,152,158,50,166,212,35,E,0.094965136326152,Power Treads,0.915338190034117,Shadow Blade,0.5584152703149808,Mjollnir,0.6574734048804951,Phase Boots,0.12228029334622503,Maelstrom,0.5557622904425028,Ring of Aquila,0.47314535868522856,Enigma,Sniper
33,33,108,79,63,36,231,180,36,W,0.7461035157546082,Aghanim's Scepter,0.11944696072959327,Mekansm,0.12761578505269722,Power Treads,0.777357010832485,Magic Wand,0.6895359452508556,Guardian Greaves,0.731590280858928,Arcane Boots,0.4018525442231592,Enigma,Necrophos
34,33,108,180,110,36,65,48,37,W,0.3547905568352374,Aghanim's Scepter,0.23188461729399712,Arcane Boots,0.37846450180598346,Refresher Orb,0.4716779184794756,Magic Wand,0.3492776128773606,Hand of Midas,0.7235456887742348,Boots of Travel,0.9078210155853357,Enigma,Warlock
35,33,194,1,63,81,48,36,38,W,0.8237690851633022,Necronomicon,0.3035823816097658,Blink Dagger,0.36251256005426313,Power Treads,0.9019281115790433,Vladmir's Offering,0.9662912217162729,Boots of Travel,0.8407194957707157,Magic Wand,0.8414753460291129,Enigma,Beastmaster
36,33,63,108,41,98,116,36,39,Q,0.15628912385974691,Power Treads,0.9461773436387972,Aghanim's Scepter,0.7668972341384876,Bottle,0.6159067251452628,Orchid Malevolence,0.6651886358934849,Black King Bar,0.08984850787294296,Magic Wand,0.4377146002692647,Enigma,Queen of Pain
37,33,108,63,212,190,36,1,40,Q,0.011148721105834869,Aghanim's Scepter,0.6624132560524089,Power Treads,0.49623896343445506,Ring of Aquila,0.5187044521080011,Veil of Discord,0.2290646074282583,Magic Wand,0.22104295465450885,Blink Dagger,0.9686673829120497,Enigma,Venomancer
38,33,63,172,1,81,141,158,41,W,0.13668302410568867,Power Treads,0.3072129803689815,Mask of Madness,0.8638730503527189,Blink Dagger,0.34836404167719714,Vladmir's Offering,0.77073734229972,Daedalus,0.48727167010009775,Mjollnir,0.6505284908139249,Enigma,Faceless Void
39,33,63,1,151,116,127,112,42,E,0.6223814160447179,Power Treads,0.8885322599519596,Blink Dagger,0.8205086783959533,Armlet of Mordiggian,0.03154003251902693,Black King Bar,0.617879921552015,Blade Mail,0.5588626957901507,Assault Cuirass,0.23486491803134502,Enigma,Wraith King
40,33,100,50,235,121,41,48,43,E,0.7887680677018347,Eul's Scepter of Divinity,0.9105723330614678,Phase Boots,0.43629636423536755,Octarine Core,0.649885549265153,Bloodstone,0.6587814409841078,Bottle,0.08778304564441042,Boots of Travel,0.004510206764270608,Enigma,Death Prophet
41,33,145,116,164,63,143,50,44,W,0.1799741098320915,Battle Fury,0.45766393441518793,Black King Bar,0.7266103219216643,Helm of the Dominator,0.6217768803772101,Power Treads,0.027189185678271,Skull Basher,0.4189431855775415,Phase Boots,0.32207897438624955,Enigma,Phantom Assassin
42,33,108,180,232,36,231,79,45,E,0.6827775416112251,Aghanim's Scepter,0.8527575827641475,Arcane Boots,0.24310265424238509,Aether Lens,0.5586662695456778,Magic Wand,0.39778200618802617,Guardian Greaves,0.7293206344917688,Mekansm,0.6869482025375798,Enigma,Pugna
43,33,168,1,63,116,50,141,46,Q,0.418711767124205,Desolator,0.10147509623733408,Blink Dagger,0.49986200328308605,Power Treads,0.7656588547506131,Black King Bar,0.7447177538107864,Phase Boots,0.7682726542960494,Daedalus,0.5361976942212879,Enigma,Templar Assassin
44,33,63,79,212,147,108,152,47,E,0.6941592687331999,Power Treads,0.003444886960012994,Mekansm,0.919112596723504,Ring of Aquila,0.7528789308764992,Manta Style,0.8185618347534434,Aghanim's Scepter,0.5435462565850852,Shadow Blade,0.25909368554050527,Enigma,Viper
45,33,63,164,147,116,212,139,48,W,0.6483553627571342,Power Treads,0.47710822303740696,Helm of the Dominator,0.9761312958682593,Manta Style,0.9674165628704815,Black King Bar,0.9823865104321226,Ring of Aquila,0.7047411661231844,Butterfly,0.6893741147671213,Enigma,Luna
46,33,63,116,164,112,1,151,49,E,0.4033545006190252,Power Treads,0.8845968322189754,Black King Bar,0.7522562645482731,Helm of the Dominator,0.44815824033144314,Assault Cuirass,0.1803145108487173,Blink Dagger,0.1600254948971519,Armlet of Mordiggian,0.013671616608525117,Enigma,Dragon Knight
47,33,180,36,231,79,92,187,50,W,0.9097489383592593,Arcane Boots,0.688095862019936,Magic Wand,0.08774965627834452,Guardian Greaves,0.9908723597247745,Mekansm,0.4876316096476585,Urn of Shadows,0.20186716203965416,Medallion of Courage,0.643516996623456,Enigma,Dazzle
48,33,127,108,50,36,41,63,51,Q,0.3300336924543026,Blade Mail,0.6157344601802202,Aghanim's Scepter,0.8169983762506784,Phase Boots,0.3854013210657069,Magic Wand,0.1896842891937074,Bottle,0.2776036595399157,Power Treads,0.6551937303052195,Enigma,Clockwerk
49,33,121,180,48,108,41,100,52,Q,0.7253444498509474,Bloodstone,0.4253928935245207,Arcane Boots,0.9149486215297445,Boots of Travel,0.8924282669385138,Aghanim's Scepter,0.7665514038102165,Bottle,0.3046950117126772,Eul's Scepter of Divinity,0.36685280800995834,Enigma,Leshrac
50,33,63,65,168,152,108,98,53,E,0.12131749647574341,Power Treads,0.10254493589653646,Hand of Midas,0.8915842964786471,Desolator,0.06418677753150404,Shadow Blade,0.1772505612775731,Aghanim's Scepter,0.7620415729406594,Orchid Malevolence,0.8432907667028938,Enigma,Natures Prophet
51,33,154,63,151,50,143,112,54,E,0.30829012604933614,Sange and Yasha,0.18749834888344474,Power Treads,0.8803994817872954,Armlet of Mordiggian,0.6788314456287725,Phase Boots,0.4981136225659466,Skull Basher,0.9097018820766897,Assault Cuirass,0.9797820811704857,Enigma,Lifestealer
52,33,1,231,178,180,108,79,55,E,0.8682102708153462,Blink Dagger,0.5567385958536143,Guardian Greaves,0.07302939204793912,Soul Ring,0.944281780234724,Arcane Boots,0.5437888158203253,Aghanim's Scepter,0.2202783179376251,Mekansm,0.9869848379915148,Enigma,Dark Seer
53,33,63,98,168,212,135,116,56,Q,0.30318640727163604,Power Treads,0.09217945267523653,Orchid Malevolence,0.520233875732877,Desolator,0.2158454956560486,Ring of Aquila,0.7965973869050237,Monkey King Bar,0.18432948417630002,Black King Bar,0.6762009956022713,Enigma,Clinkz
54,33,180,178,108,231,36,79,57,Q,0.5070470659159269,Arcane Boots,0.2598465164022066,Soul Ring,0.030301919988440562,Aghanim's Scepter,0.035360156266940446,Guardian Greaves,0.9287485814865468,Magic Wand,0.60259404557859,Mekansm,0.5283068017348506,Enigma,Omniknight
55,33,108,236,63,65,50,247,58,W,0.41570431943259545,Aghanim's Scepter,0.10166843464692144,Dragon Lance,0.6864711100966179,Power Treads,0.7517231787099539,Hand of Midas,0.8644624514376099,Phase Boots,0.052590547235227936,Moon Shard,0.7050016772008535,Enigma,Enchantress
56,33,63,151,164,116,92,156,59,Q,0.626646984156521,Power Treads,0.6522334104213938,Armlet of Mordiggian,0.019547920554734977,Helm of the Dominator,0.26983622118235173,Black King Bar,0.07797644576240492,Urn of Shadows,0.6296068725239888,Satanic,0.3020369030888146,Enigma,Huskar
57,33,50,108,92,116,143,63,60,W,0.6118723533857859,Phase Boots,0.8995161969412999,Aghanim's Scepter,0.493750903306987,Urn of Shadows,0.562879014200784,Black King Bar,0.7100117579403192,Skull Basher,0.6566927912225131,Power Treads,0.39717213966152853,Enigma,Night Stalker
58,33,178,63,81,98,116,48,61,W,0.7954398375642876,Soul Ring,0.9499243883842028,Power Treads,0.4892990559874787,Vladmir's Offering,0.07157475265714275,Orchid Malevolence,0.31336456173222726,Black King Bar,0.9605189045115056,Boots of Travel,0.3082560306337311,Enigma,Broodmother
59,33,50,168,92,231,180,81,62,E,0.5948828924484151,Phase Boots,0.8826027407540153,Desolator,0.10016684953557164,Urn of Shadows,0.3343314173048062,Guardian Greaves,0.5859519758707126,Arcane Boots,0.010802803947536965,Vladmir's Offering,0.9031625207744722,Enigma,Bounty Hunter
60,33,63,168,123,212,135,36,63,W,0.06000773791370262,Power Treads,0.11544917379737829,Desolator,0.4108419730595747,Linken's Sphere,0.2620880960007512,Ring of Aquila,0.48107368442067433,Monkey King Bar,0.4755860858475527,Magic Wand,0.034911962415436926,Enigma,Weaver
61,33,180,100,36,108,102,190,64,W,0.5473799598295428,Arcane Boots,0.09859404464489963,Eul's Scepter of Divinity,0.3014182240455522,Magic Wand,0.546902860853441,Aghanim's Scepter,0.21724971503486012,Force Staff,0.3917049770769919,Veil of Discord,0.0967894778103946,Enigma,Jakiro
62,33,1,102,214,36,48,116,65,E,0.9781033511137811,Blink Dagger,0.5873088661201677,Force Staff,0.31554362472097486,Tranquil Boots,0.8116519085595698,Magic Wand,0.7311855112097126,Boots of Travel,0.12081238418862983,Black King Bar,0.8494403175280305,Enigma,Batrider
63,33,108,79,231,180,81,194,66,W,0.9168661678176598,Aghanim's Scepter,0.8988614029813841,Mekansm,0.43297647600696687,Guardian Greaves,0.21981026318198793,Arcane Boots,0.26169856885369824,Vladmir's Offering,0.3125857558183667,Necronomicon,0.20488260624907184,Enigma,Chen
64,33,137,50,147,114,125,174,67,W,0.7705003983531716,Radiance,0.12285769062764285,Phase Boots,0.4741145473087034,Manta Style,0.6240324322562608,Heart of Tarrasque,0.0042086349071218665,Vanguard,0.3676299266900527,Diffusal Blade,0.9687350311732997,Enigma,Spectre
65,33,108,65,180,36,100,63,68,E,0.8960059747949676,Aghanim's Scepter,0.7695940262226119,Hand of Midas,0.5236741597150337,Arcane Boots,0.8150832342987652,Magic Wand,0.22369924235650018,Eul's Scepter of Divinity,0.11175484105565492,Power Treads,0.960921610475154,Enigma,Ancient Apparition
66,33,50,81,1,108,185,152,69,W,0.39579639994913474,Phase Boots,0.3470503736702515,Vladmir's Offering,0.8197844532419544,Blink Dagger,0.678754563229653,Aghanim's Scepter,0.039461544581407604,Drum of Endurance,0.5121572242256617,Shadow Blade,0.2602984973023068,Enigma,Doom
67,33,1,50,81,116,143,208,70,E,0.569865142399609,Blink Dagger,0.796684347252214,Phase Boots,0.05304165638350722,Vladmir's Offering,0.681916770776602,Black King Bar,0.6206606722236799,Skull Basher,0.00994548551497021,Abyssal Blade,0.17804198811109584,Enigma,Ursa
68,33,63,92,116,172,127,36,71,Q,0.49557522108984353,Power Treads,0.1794438998477651,Urn of Shadows,0.3683284034550348,Black King Bar,0.485480112505115,Mask of Madness,0.22163964235964584,Blade Mail,0.8722543521338894,Magic Wand,0.18314793303014665,Enigma,Spirit Breaker
69,33,50,116,164,154,135,212,72,W,0.5418477091259692,Phase Boots,0.5107111813596842,Black King Bar,0.6698345802343774,Helm of the Dominator,0.6740313222913453,Sange and Yasha,0.09946270870411678,Monkey King Bar,0.4609698741801913,Ring of Aquila,0.5366006821859879,Enigma,Gyrocopter
70,33,137,48,112,147,235,158,73,Q,0.2089740931131664,Radiance,0.3619659955959873,Boots of Travel,0.13920726035471298,Assault Cuirass,0.30460598001056616,Manta Style,0.1405490827697401,Octarine Core,0.9929325180265747,Mjollnir,0.31381526768562595,Enigma,Alchemist
71,33,108,50,100,65,1,48,74,W,0.14330175515385468,Aghanim's Scepter,0.9800610333596891,Phase Boots,0.6240055843243779,Eul's Scepter of Divinity,0.3562406255483358,Hand of Midas,0.718319756687717,Blink Dagger,0.7387336019324681,Boots of Travel,0.4514739263811227,Enigma,Invoker
72,33,63,102,36,206,108,79,75,W,0.3665305735892824,Power Treads,0.4424703071793604,Force Staff,0.06821894966172803,Magic Wand,0.3705689235255307,Rod of Atos,0.5016805425957119,Aghanim's Scepter,0.46770679495590584,Mekansm,0.4114265350081425,Enigma,Silencer
73,33,63,116,206,102,1,96,76,Q,0.5931056392954325,Power Treads,0.6514495725390321,Black King Bar,0.34085322126144935,Rod of Atos,0.9099027240090856,Force Staff,0.7305973813096045,Blink Dagger,0.5360303351866779,Scythe of Vyse,0.3224723237469076,Enigma,Outworld Devourer
74,33,81,63,116,194,143,48,77,E,0.4122284571518461,Vladmir's Offering,0.42372614225486405,Power Treads,0.14631717050046122,Black King Bar,0.8187474604987989,Necronomicon,0.9903097997963062,Skull Basher,0.023582667381525146,Boots of Travel,0.14659794783662594,Enigma,Lycan
75,33,1,50,108,81,41,112,78,W,0.2714842958954514,Blink Dagger,0.6215157916347414,Phase Boots,0.6746276632727594,Aghanim's Scepter,0.5945165755924309,Vladmir's Offering,0.3379661312937773,Bottle,0.21130671152742175,Assault Cuirass,0.40987728278915947,Enigma,Brewmaster
76,33,180,102,36,108,232,254,79,W,0.5878527104185901,Arcane Boots,0.17375653911795963,Force Staff,0.005039011289182049,Magic Wand,0.17567206049741213,Aghanim's Scepter,0.05940429602700381,Aether Lens,0.01839789126375546,Glimmer Cape,0.0713459473912571,Enigma,Shadow Demon
77,33,214,81,108,48,65,50,80,Q,0.8033698513802829,Tranquil Boots,0.6353630363250881,Vladmir's Offering,0.6731357710715494,Aghanim's Scepter,0.9010887644280595,Boots of Travel,0.5047992649013723,Hand of Midas,0.6297103955147939,Phase Boots,0.6144706841406714,Enigma,Lone Druid
78,33,63,151,147,185,164,154,81,Q,0.4023033184933442,Power Treads,0.7978854811018808,Armlet of Mordiggian,0.749254018173471,Manta Style,0.8552643899272655,Drum of Endurance,0.3857720514570828,Helm of the Dominator,0.2518154525142249,Sange and Yasha,0.853286889374125,Enigma,Chaos Knight
79,33,108,1,63,48,81,96,82,E,0.5914446980598381,Aghanim's Scepter,0.24322565615229486,Blink Dagger,0.8852630989128158,Power Treads,0.6524769570096574,Boots of Travel,0.2883984006404008,Vladmir's Offering,0.108357384873916,Scythe of Vyse,0.7128314644033121,Enigma,Meepo
80,33,180,108,1,36,81,231,83,E,0.741456482564608,Arcane Boots,0.8241165735776433,Aghanim's Scepter,0.3106280109843933,Blink Dagger,0.786348902742869,Magic Wand,0.15577339838921112,Vladmir's Offering,0.18782509159462513,Guardian Greaves,0.7921536408545163,Enigma,Treant Protector
81,33,180,108,36,232,102,1,84,W,0.12506223761597224,Arcane Boots,0.5720634874340639,Aghanim's Scepter,0.47385489448955975,Magic Wand,0.8124436308272205,Aether Lens,0.9631827486420711,Force Staff,0.7061214581498402,Blink Dagger,0.8543779194344306,Enigma,Ogre Magi
82,33,180,127,108,36,242,231,85,W,0.4615544687188027,Arcane Boots,0.6138404416632068,Blade Mail,0.2677164546386396,Aghanim's Scepter,0.13722472521373907,Magic Wand,0.6570809832579351,Crimson Guard,0.13446207546082567,Guardian Greaves,0.16375203893803403,Enigma,Undying
83,33,180,1,36,108,102,232,86,E,0.7875023580956187,Arcane Boots,0.336119085643231,Blink Dagger,0.6665255883478836,Magic Wand,0.2773332559899021,Aghanim's Scepter,0.25008120089508656,Force Staff,0.7312575902754002,Aether Lens,0.7449793986053989,Enigma,Rubick
84,33,180,108,36,102,79,231,87,W,0.43887725342747763,Arcane Boots,0.23820975399279898,Aghanim's Scepter,0.5516570355635237,Magic Wand,0.7146198005077307,Force Staff,0.9627314308238263,Mekansm,0.7140127849974994,Guardian Greaves,0.09814354351675103,Enigma,Disruptor
85,33,180,204,1,108,36,232,88,E,0.43112805183368286,Arcane Boots,0.1453811278869206,Dagon,0.8955110293218242,Blink Dagger,0.8529718542495388,Aghanim's Scepter,0.491833324863411,Magic Wand,0.6352316202593992,Aether Lens,0.09143856700607078,Enigma,Nyx
86,33,137,48,147,63,212,174,89,W,0.4436393524293505,Radiance,0.24136107428312692,Boots of Travel,0.49874486146281594,Manta Style,0.08597070373031679,Power Treads,0.14454727512738608,Ring of Aquila,0.08880310539130687,Diffusal Blade,0.5251614416667281,Enigma,Naga Siren
87,33,214,108,79,102,48,36,90,W,0.3784130801773289,Tranquil Boots,0.35756015679119935,Aghanim's Scepter,0.7585766056570766,Mekansm,0.0866549489351982,Force Staff,0.21633322594825688,Boots of Travel,0.5370526046464066,Magic Wand,0.5118317287917206,Enigma,Keeper of the Light
88,33,41,92,79,180,214,36,91,Q,0.7769790955956487,Bottle,0.4351294661995656,Urn of Shadows,0.9947808819389223,Mekansm,0.3270705115240037,Arcane Boots,0.553110577647314,Tranquil Boots,0.0451794793885798,Magic Wand,0.35701207972032145,Enigma,Io
89,33,108,63,36,79,229,214,92,Q,0.7301156966611027,Aghanim's Scepter,0.9760197652002663,Power Treads,0.012271131919522449,Magic Wand,0.5499084938666363,Mekansm,0.2739782710968558,Solar Crest,0.4757027434557356,Tranquil Boots,0.7529782855945113,Enigma,Visage
90,33,63,160,152,249,143,116,93,Q,0.04366150919920153,Power Treads,0.09245239475333056,Eye of Skadi,0.50294690690544,Shadow Blade,0.1417037313080094,Silver Edge,0.3993758169927656,Skull Basher,0.8736078031822602,Black King Bar,0.20419569828230222,Enigma,Slark
91,33,50,123,160,147,212,158,94,Q,0.966507267261565,Phase Boots,0.46820621693151787,Linken's Sphere,0.08197411309401137,Eye of Skadi,0.2225725099464465,Manta Style,0.1319024754454039,Ring of Aquila,0.061513158575062676,Mjollnir,0.726866611563823,Enigma,Medusa
92,33,50,164,116,154,152,212,95,W,0.7588255416172569,Phase Boots,0.2902264110855367,Helm of the Dominator,0.26785739853932067,Black King Bar,0.8836857223391867,Sange and Yasha,0.22701230045718102,Shadow Blade,0.2551409225541986,Ring of Aquila,0.3964848931912218,Enigma,Troll Warlord
93,33,1,214,127,114,90,108,96,E,0.7614890907114981,Blink Dagger,0.06685073746390413,Tranquil Boots,0.32843103230535553,Blade Mail,0.5954190396519681,Heart of Tarrasque,0.49110987317720456,Pipe of Insight,0.6192943772256368,Aghanim's Scepter,0.23302897572865688,Enigma,Centaur Warrunner
94,33,1,180,102,41,63,110,97,Q,0.4309211193939936,Blink Dagger,0.07131721401218305,Arcane Boots,0.8111152505206832,Force Staff,0.6038578096699284,Bottle,0.08646362394005391,Power Treads,0.07591473982583596,Refresher Orb,0.8578456597889809,Enigma,Magnus
95,33,121,180,127,36,108,48,98,E,0.8178807912317377,Bloodstone,0.4989962022376826,Arcane Boots,0.9936874594608903,Blade Mail,0.6234782542501685,Magic Wand,0.06097788167810114,Aghanim's Scepter,0.827990684477109,Boots of Travel,0.637855319587194,Enigma,Timbersaw
96,33,63,127,242,125,36,114,99,Q,0.6634336177268501,Power Treads,0.030295879465221054,Blade Mail,0.06413103667648401,Crimson Guard,0.7030726647807498,Vanguard,0.6820424584279202,Magic Wand,0.5760439471870701,Heart of Tarrasque,0.17050447559899606,Enigma,Bristleback
97,33,50,168,152,36,41,249,100,E,0.41284129842840356,Phase Boots,0.3709044450240814,Desolator,0.8427952739952963,Shadow Blade,0.43278149047261083,Magic Wand,0.33043943200593706,Bottle,0.49735072351886334,Silver Edge,0.20747241603065436,Enigma,Tusk
98,33,180,206,102,36,100,232,101,E,0.09111388847678115,Arcane Boots,0.1745870241159152,Rod of Atos,0.07976884744756318,Force Staff,0.9319136330458792,Magic Wand,0.7527324258143411,Eul's Scepter of Divinity,0.7539649686847927,Aether Lens,0.027723963600218227,Enigma,Skywrath Mage
99,33,81,50,214,36,154,127,102,W,0.9736345149641863,Vladmir's Offering,0.04205206272910944,Phase Boots,0.7659909946467369,Tranquil Boots,0.2592574489189069,Magic Wand,0.16316678391960882,Sange and Yasha,0.6649888380556673,Blade Mail,0.022944822315195235,Enigma,Abaddon
100,33,63,180,36,185,127,108,103,E,0.11197996557268663,Power Treads,0.42904350379001444,Arcane Boots,0.5864684622432123,Magic Wand,0.6943509619042644,Drum of Endurance,0.7125851631748599,Blade Mail,0.1329661242121455,Aghanim's Scepter,0.1932208372371197,Enigma,Elder Titan
