index,hero,hero_name,solo_WR,friend0,friend_WR0,friend1,friend_WR1,friend2,friend_WR2,frenemy3,frenemy_WR3,frenemy4,frenemy_WR4,frenemy5,frenemy_WR5,skill,skill_WR,item0,item_WR0,item_name0,item1,item_WR1,item_name1,item2,item_WR2,item_name2,item3,item_WR3,item_name3,item4,item_WR4,item_name4
75,75,Silencer,0.518834975676687,75,0.6018099547511312,75,0.5855421686746988,75,0.5902439024390244,75,0.39622641509433965,75,0.39436619718309857,75,0.4368932038834951,W,0.5298142717497556,36,0.4804619826756497,Magic Wand,63,0.499607662127856,Power Treads,102,0.5428049814174871,Force Staff,79,0.5346127484578478,Mekansm,180,0.4980628497632372,Arcane Boots
76,76,Outworld Devourer,0.5113623978201635,76,0.6172106824925816,76,0.6345998383185125,76,0.588477366255144,76,0.38434163701067614,76,0.39914163090128757,76,0.401840490797546,Q,0.5069327731092437,63,0.4789915966386555,Power Treads,48,0.7952704182176483,Boots of Travel,1,0.6188334300638422,Blink Dagger,36,0.3424657534246575,Magic Wand,41,0.3264781491002571,Bottle
77,77,Lycan,0.5266428167953304,77,0.6666666666666666,77,0.6419753086419753,77,0.6504065040650406,77,0.3333333333333333,77,0.3577981651376147,77,0.37142857142857144,Q,0.540500736377025,63,0.5024846536100556,Power Treads,81,0.538062973296134,Vladmir's Offering,48,0.6524767801857585,Boots of Travel,187,0.4619047619047619,Medallion of Courage,239,0.4562962962962963,Iron Talon
78,78,Brewmaster,0.4625766871165644,78,0.62,78,0.5645161290322581,78,0.5416666666666666,78,0.20833333333333334,78,0.27835051546391754,78,0.2727272727272727,Q,0.44375,36,0.37554585152838427,Magic Wand,180,0.43570057581573896,Arcane Boots,1,0.4895908111988514,Blink Dagger,48,0.7447368421052631,Boots of Travel,50,0.4327323162274618,Phase Boots
79,79,Shadow Demon,0.4463818657367045,79,0.6027397260273972,79,0.5227272727272727,79,0.5652173913043478,79,0.13333333333333333,79,0.16666666666666666,79,0.24,W,0.4635036496350365,36,0.4180368709516691,Magic Wand,180,0.4222386405615072,Arcane Boots,102,0.4938875305623472,Force Staff,31,0.2717391304347826,Cloak,79,0.4304511278195489,Mekansm
80,80,Lone Druid,0.4701316822185402,80,0.6266666666666667,80,0.6041412911084044,80,0.5645161290322581,80,0.3253012048192771,80,0.3142857142857143,80,0.32786885245901637,Q,0.4612839179351423,214,0.4906771344455349,Tranquil Boots,31,0.492436974789916,Cloak,81,0.5672727272727273,Vladmir's Offering,36,0.4808743169398907,Magic Wand,48,0.689622641509434,Boots of Travel
81,81,Chaos Knight,0.5014214046822743,81,0.6076923076923076,81,0.5507246376811594,81,0.5573770491803278,81,0.3409090909090909,81,0.3713355048859935,81,0.3877551020408163,W,0.5227524972253053,63,0.487551273490413,Power Treads,36,0.4263176765865902,Magic Wand,151,0.5062352544657903,Armlet of Mordiggian,185,0.5106786900806835,Drum of Endurance,164,0.4805352798053528,Helm of the Dominator
82,82,Meepo,0.4314954051796157,82,0.5555555555555556,82,0.5658914728682171,82,0.55,82,0.25925925925925924,82,0.2916666666666667,82,0.2826086956521739,W,0.4646333549643089,48,0.5549399815327793,Boots of Travel,1,0.4948635162899912,Blink Dagger,63,0.3453510436432637,Power Treads,79,0.3487833140208575,Mekansm,108,0.5095338983050848,Aghanim's Scepter
83,83,Treant Protector,0.5223692501575299,83,0.6065573770491803,83,0.61875,83,0.6357142857142857,83,0.3333333333333333,83,0.38095238095238093,83,0.37735849056603776,E,0.5464882943143813,180,0.5001206272617612,Arcane Boots,36,0.5244360902255639,Magic Wand,48,0.8235294117647058,Boots of Travel,108,0.635588056063376,Aghanim's Scepter,1,0.6277249860257127,Blink Dagger
84,84,Ogre Magi,0.518245203318235,84,0.6343906510851419,84,0.5938337801608579,84,0.6175156389633601,84,0.38,84,0.4057971014492754,84,0.3805970149253731,W,0.5277777777777778,36,0.4962050694543893,Magic Wand,180,0.486128862491542,Arcane Boots,178,0.4766160262138814,Soul Ring,37,0.5462077756532824,Ghost Scepter,79,0.4677650429799427,Mekansm
85,85,Undying,0.5421400107060013,85,0.6741573033707865,85,0.6448275862068965,85,0.6318327974276527,85,0.3793103448275862,85,0.3935483870967742,85,0.42857142857142855,Q,0.5511111111111111,36,0.5427096370463079,Magic Wand,180,0.4887261514742725,Arcane Boots,125,0.4986130374479889,Vanguard,31,0.3111954459203036,Cloak,127,0.5474806201550387,Blade Mail
86,86,Rubick,0.4525097446503858,86,0.5849802371541502,86,0.5738317757009346,86,0.541890440386681,86,0.3383458646616541,86,0.3430232558139535,86,0.3490566037735849,W,0.4615063344006682,36,0.4199400941377835,Magic Wand,180,0.43883623539784,Arcane Boots,1,0.5570786351241801,Blink Dagger,31,0.18962432915921287,Cloak,102,0.5075064508562046,Force Staff
87,87,Disruptor,0.5133499012298477,87,0.6229508196721312,87,0.6230529595015576,87,0.578125,87,0.421875,87,0.3953488372093023,87,0.4147727272727273,E,0.5358649789029536,36,0.50717776420281,Magic Wand,180,0.4756965629448851,Arcane Boots,79,0.4833050367855122,Mekansm,108,0.6958703203396372,Aghanim's Scepter,102,0.5665013525698828,Force Staff
88,88,Nyx,0.4911058722674668,88,0.6460176991150443,88,0.5748502994011976,88,0.5677083333333334,88,0.32989690721649484,88,0.36363636363636365,88,0.37894736842105264,Q,0.5067049808429118,180,0.4794143229921716,Arcane Boots,36,0.4722470904207699,Magic Wand,37,0.5268929503916449,Ghost Scepter,92,0.5028081584392551,Urn of Shadows,1,0.5988003998667111,Blink Dagger
89,89,Naga Siren,0.420179494152842,89,0.543859649122807,89,0.51,89,0.5434173669467787,89,0.16666666666666666,89,0.20833333333333334,89,0.24,W,0.5,48,0.5350404312668463,Boots of Travel,36,0.33986928104575165,Magic Wand,212,0.3404255319148936,Ring of Aquila,174,0.4280373831775701,Diffusal Blade,180,0.3342541436464088,Arcane Boots
90,90,Keeper of the Light,0.480101474552085,90,0.6896551724137931,90,0.6428571428571429,90,0.6293706293706294,90,0.34,90,0.32142857142857145,90,0.344,W,0.5197044334975369,214,0.464422158548233,Tranquil Boots,36,0.4686468646864687,Magic Wand,79,0.4862896315338474,Mekansm,48,0.6461538461538462,Boots of Travel,37,0.48429752066115705,Ghost Scepter
91,91,Io,0.4097331240188383,91,0.631578947368421,91,0.5692307692307692,91,0.5945945945945946,91,0.16666666666666666,91,0.1891891891891892,91,0.26666666666666666,W,0.4544253632760898,41,0.4212880143112701,Bottle,92,0.4244915620943315,Urn of Shadows,36,0.3992673992673993,Magic Wand,180,0.37422222222222223,Arcane Boots,79,0.42105263157894735,Mekansm
92,92,Visage,0.469640644361834,92,0.6875,92,0.6666666666666666,92,0.5555555555555556,92,0.3157894736842105,92,0.2962962962962963,92,0.32142857142857145,W,0.4691588785046729,36,0.4315068493150685,Magic Wand,214,0.5070422535211268,Tranquil Boots,187,0.3409090909090909,Medallion of Courage,79,0.4331983805668016,Mekansm,180,0.3843537414965986,Arcane Boots
93,93,Slark,0.4846944413747376,93,0.5907473309608541,93,0.5793848711554447,93,0.5633086876155268,93,0.3541666666666667,93,0.3837837837837838,93,0.40227434257285005,Q,0.5007061671934898,63,0.4682127633785176,Power Treads,36,0.3705751226036558,Magic Wand,152,0.437212383210152,Shadow Blade,143,0.5682910089224433,Skull Basher,212,0.45016048502139794,Ring of Aquila
94,94,Medusa,0.5393624728326492,94,0.6027397260273972,94,0.6423948220064725,94,0.6357142857142857,94,0.38509316770186336,94,0.4117647058823529,94,0.43023255813953487,W,0.5373443983402489,50,0.5139412207987942,Phase Boots,212,0.4774967148488831,Ring of Aquila,48,0.729776247848537,Boots of Travel,36,0.44081632653061226,Magic Wand,160,0.6719018932874354,Eye of Skadi
95,95,Troll Warlord,0.4699924981245312,95,0.6428571428571429,95,0.5692307692307692,95,0.601063829787234,95,0.32142857142857145,95,0.3090909090909091,95,0.3333333333333333,Q,0.4761904761904762,50,0.44926631283172025,Phase Boots,164,0.44533333333333336,Helm of the Dominator,48,0.7536764705882353,Boots of Travel,152,0.4319712617871576,Shadow Blade,212,0.38713025428126624,Ring of Aquila
96,96,Centaur Warrunner,0.5058878944889308,96,0.6410256410256411,96,0.6657534246575343,96,0.5853658536585366,96,0.3181818181818182,96,0.35185185185185186,96,0.3879310344827586,W,0.501194743130227,214,0.4761628749456601,Tranquil Boots,36,0.4123358081096517,Magic Wand,1,0.5272751287808743,Blink Dagger,48,0.7801822323462415,Boots of Travel,127,0.5099391480730223,Blade Mail
97,97,Magnus,0.452755905511811,97,0.577922077922078,97,0.5778588807785888,97,0.5294117647058824,97,0.3114754098360656,97,0.32673267326732675,97,0.34134615384615385,Q,0.4705882352941176,180,0.4477958236658933,Arcane Boots,36,0.3685057471264368,Magic Wand,41,0.3734144222415291,Bottle,1,0.462426341048539,Blink Dagger,48,0.776875,Boots of Travel
98,98,Timbersaw,0.4467166979362101,98,0.5913978494623656,98,0.5387205387205387,98,0.5218978102189781,98,0.2911392405063291,98,0.3577981651376147,98,0.344,E,0.5361216730038023,36,0.4093085106382979,Magic Wand,180,0.3345613631130555,Arcane Boots,48,0.6939782823297137,Boots of Travel,121,0.5191135084427767,Bloodstone,127,0.4280973451327434,Blade Mail
99,99,Bristleback,0.4611774744027304,99,0.5544554455445545,99,0.5486725663716814,99,0.5418994413407822,99,0.32941176470588235,99,0.3783783783783784,99,0.32653061224489793,W,0.4622507122507122,36,0.3884230893260239,Magic Wand,63,0.4430084604623276,Power Treads,125,0.4280322093608455,Vanguard,127,0.4536632702571568,Blade Mail,242,0.5043952993430184,Crimson Guard
100,100,Tusk,0.4522420707254831,100,0.59375,100,0.5354330708661418,100,0.5568862275449101,100,0.26666666666666666,100,0.321875,100,0.3713355048859935,Q,0.4515555555555555,36,0.4186276123087049,Magic Wand,50,0.4146772767462423,Phase Boots,41,0.401186672752168,Bottle,180,0.4123401053423627,Arcane Boots,152,0.3890343984634189,Shadow Blade
101,101,Skywrath Mage,0.4492402198512771,101,0.5714285714285714,101,0.5376344086021505,101,0.5493975903614458,101,0.25510204081632654,101,0.3505747126436782,101,0.36585365853658536,E,0.4802494802494803,180,0.4214358857662988,Arcane Boots,36,0.4220779220779221,Magic Wand,37,0.4547390841320554,Ghost Scepter,102,0.4744457409568261,Force Staff,41,0.4131534569983137,Bottle
102,102,Abaddon,0.5804777531862932,102,0.6905829596412556,102,0.6637744034707158,102,0.6692789968652038,102,0.3880597014925373,102,0.44680851063829785,102,0.478494623655914,E,0.5833333333333334,36,0.5598047192839707,Magic Wand,214,0.5480690221857025,Tranquil Boots,81,0.6540021024177805,Vladmir's Offering,50,0.5744985673352435,Phase Boots,180,0.5318291700241741,Arcane Boots
103,103,Elder Titan,0.5472431382074326,103,0.6875,103,0.6896551724137931,103,0.6521739130434783,103,0.3333333333333333,103,0.34210526315789475,103,0.43037974683544306,W,0.5746388443017657,36,0.5189003436426117,Magic Wand,178,0.4940711462450593,Soul Ring,180,0.5267175572519084,Arcane Boots,63,0.5211970074812967,Power Treads,214,0.5253054101221639,Tranquil Boots
104,104,Legion Commander,0.4839989253599254,104,0.6053317878875688,104,0.5182186234817814,104,0.571886936592819,104,0.358974358974359,104,0.40342612419700213,104,0.40722291407222916,E,0.4843465045592705,63,0.4413129403677608,Power Treads,48,0.7763359558598141,Boots of Travel,1,0.4905985359552175,Blink Dagger,127,0.4628740621496536,Blade Mail,239,0.26338246702870444,Iron Talon
105,105,Techies,0.4517230169050715,105,0.543859649122807,105,0.5423728813559322,105,0.5524475524475524,105,0.1891891891891892,105,0.328125,105,0.3284671532846715,E,0.4964705882352941,178,0.38929196897673257,Soul Ring,48,0.7222222222222222,Boots of Travel,180,0.41729893778452204,Arcane Boots,214,0.4052023121387283,Tranquil Boots,108,0.5312729948491538,Aghanim's Scepter
106,106,Ember Spirit,0.4452999153629836,106,0.5539923954372623,106,0.5398394070413836,106,0.5241430151124217,106,0.30454545454545456,106,0.3338632750397456,106,0.3325958702064897,E,0.4603249911042581,41,0.3568054418340996,Bottle,48,0.4939195880372351,Boots of Travel,36,0.346242774566474,Magic Wand,145,0.4878581701515655,Battle Fury,212,0.4318212230697177,Ring of Aquila
107,107,Earth Spirit,0.4937470101824643,107,0.5620328849028401,107,0.5572289156626506,107,0.581151832460733,107,0.36477987421383645,107,0.37745098039215685,107,0.3864864864864865,Q,0.4982917214191853,36,0.4711165903487144,Magic Wand,92,0.5119702982972729,Urn of Shadows,180,0.4499256656304905,Arcane Boots,41,0.4364988558352403,Bottle,190,0.5687022900763359,Veil of Discord
109,109,Terrorblade,0.477344365642238,109,0.5986842105263158,109,0.6065573770491803,109,0.5354330708661418,109,0.3157894736842105,109,0.3188405797101449,109,0.328125,Q,0.5639097744360902,63,0.443446088794926,Power Treads,212,0.4408033826638478,Ring of Aquila,48,0.6598569969356486,Boots of Travel,36,0.3850267379679144,Magic Wand,160,0.6691401134875601,Eye of Skadi
110,110,Phoenix,0.5279467130031856,110,0.6153846153846154,110,0.5853658536585366,110,0.5971223021582733,110,0.37894736842105264,110,0.3968253968253968,110,0.39436619718309857,E,0.5358695652173913,214,0.5105675813874212,Tranquil Boots,36,0.4833616711197474,Magic Wand,92,0.530308734939759,Urn of Shadows,79,0.5264682644192784,Mekansm,119,0.6861538461538461,Shiva's Guard
111,111,Oracle,0.4249055415617128,111,0.5714285714285714,111,0.5660377358490566,111,0.5227272727272727,111,0.2608695652173913,111,0.3333333333333333,111,0.2962962962962963,E,0.4434440067529544,36,0.4257279764098784,Magic Wand,180,0.36549822764868056,Arcane Boots,37,0.5114754098360655,Ghost Scepter,31,0.19607843137254904,Cloak,79,0.3638344226579521,Mekansm
112,112,Winter Wyvern,0.4628365802208711,112,0.6170212765957447,112,0.5833333333333334,112,0.5882352941176471,112,0.325,112,0.3125,112,0.36129032258064514,Q,0.4761904761904762,36,0.4422038170687793,Magic Wand,180,0.4262295081967213,Arcane Boots,92,0.463495575221239,Urn of Shadows,254,0.5248554913294797,Glimmer Cape,31,0.19298245614035087,Cloak
113,113,Arc Warden,0.4355876353365762,113,0.5576923076923077,113,0.5355191256830601,113,0.5373134328358209,113,0.3140495867768595,113,0.2831050228310502,113,0.3,Q,0.44423791821561337,48,0.4696726939803159,Boots of Travel,65,0.3979372582724538,Hand of Midas,180,0.34375,Arcane Boots,36,0.3190789473684211,Magic Wand,194,0.4923762608491673,Necronomicon
